source,year,election,measure_text,pdf_url,summary_title,summary_text,has_summary,data_source,description,measure_id,percent_yes,passed,measure_type,topic,decade,century,unified_id
ICPSR,,,Proposition 11,,,,,ICPSR,Fish and Game,CA249,40.40000153,0.0, Initiative , Animal Rights/Hunting & Fishing | Natural Resources | State Government ,,,CA249
ICPSR,,,Proposition 11,,,,,ICPSR,Tideland Grant to City of Huntington Beach,CA271,39.70000076,0.0, Initiative , Local Government ,,,CA271
ICPSR,,,Proposition 11,,,,,ICPSR,Making the State Board of Education Elective; Abolishing Superintendent of Public Instruction; Providing for Director of Education,CA302,38.09999847,0.0, Initiative , Education: PreK-12 | State Government ,,,CA302
ICPSR,,,Proposition 11,,,,,ICPSR,Instructors' Tenure,CA328,25.79999924,0.0, Initiative , Education: PreK-12 ,,,CA328
ICPSR,,,Proposition 11,,,,,ICPSR,State and County Boards of Equalization,CA353,28.29999924,0.0, Legislative Referendum , Local Government | State Government | Tax & Revenue ,,,CA353
ICPSR,,,Proposition 11,,,,,ICPSR,Permitting State to Own Shares in Mutual Water Companies,CA387,58.70000076,1.0, Legislative Referendum , Business & Commerce | State Government ,,,CA387
ICPSR,,,Proposition 11,,,,,ICPSR,Boxing and Wrestling Matches Regulated,CA408,70.40000153,1.0, Legislative Referendum , Business & Commerce | Military & Veterans Affairs ,,,CA408
ICPSR,,,Proposition 11,,,,,ICPSR,Retirement Payments. Gross Income Tax.,CA412,32.79999924,0.0, Initiative , Human Services | Tax & Revenue ,,,CA412
ICPSR,,,Proposition 11,,,,,ICPSR,Fair Employment Practices Act,CA426,28.70000076,0.0, Initiative , Labor & Employment ,,,CA426
ICPSR,,,Proposition 11,,,,,ICPSR,Municipal Charters,CA448,66.59999847,0.0, Legislative Referendum , Local Government ,,,CA448
ICPSR,,,Proposition 11,,,,,ICPSR,"Constitutional Provisions Regarding State Officers, Legislators and Judges",CA460,27.79999924,0.0, Legislative Referendum , Judiciary | Legislatures | State Government ,,,CA460
ICPSR,,,Proposition 11,,,,,ICPSR,Land Titles. Torrans Act.,CA480,72.90000153,1.0, Legislative Referendum , Land Use/Property Rights ,,,CA480
ICPSR,,,Proposition 11,,,,,ICPSR,Payments to Aged Persons,CA484,43.59999847,0.0, Initiative , Human Services ,,,CA484
ICPSR,,,Proposition 11,,,,,ICPSR,Taxation: Exemption for Disabled Veterans,CA526,89.69999695,1.0, Legislative Referendum , Military & Veterans Affairs | Tax & Revenue ,,,CA526
ICPSR,,,Proposition 11,,,,,ICPSR,Framing County Charters,CA541,73.80000305,1.0, Legislative Referendum , Local Government ,,,CA541
ICPSR,,,Proposition 11,,,,,ICPSR,Local Street and Road Bonds,CA554,41.29999924,0.0, Legislative Referendum , Bond Measures | Local Government | Transportation ,,,CA554
ICPSR,,,Proposition 11,,,,,ICPSR,Veterans' Tax Exemption,CA575,66.09999847,1.0, Legislative Referendum , Military & Veterans Affairs | Tax & Revenue ,,,CA575
ICPSR,,,Proposition 11,,,,,ICPSR,Assessments: Historical Landmark Area,CA585,33.29999924,0.0, Legislative Referendum , Arts & Culture | Tax & Revenue ,,,CA585
ICPSR,,,Proposition 11,,,,,ICPSR,Permanence of Municipal Functions by County Officers,CA626,72.5,1.0, Legislative Referendum , Local Government ,,,CA626
ICPSR,,,Proposition 11,,,,,ICPSR,Boxing and Wrestling Contests,CA646,73.59999847,1.0, Legislative Referendum , Business & Commerce ,,,CA646
ICPSR,,,Proposition 11,,,,,ICPSR,Chiropractors: Rules,CA682,69.30000305,1.0, Legislative Referendum , Health ,,,CA682
ICPSR,,,Proposition 11,,,,,ICPSR,Right of Privacy,CA707,62.90000153,1.0, Legislative Referendum , Civil & Constitutional Law ,,,CA707
ICPSR,,,Proposition 11,,,,,ICPSR,Miscellaneous Language Changes Regarding Gender,CA726,50.40000153,1.0, Legislative Referendum , Civil & Constitutional Law ,,,CA726
ICPSR,,,Proposition 11,,,,,ICPSR,Motor Vehicle Taxes - Local Surplus Property,CA759,52.79999924,1.0, Legislative Referendum , Local Government ,,,CA759
ICPSR,,,Proposition 11,,,,,ICPSR,Tax Rates on Unsecured Property,CA771,71.90000153,1.0, Legislative Referendum , Tax & Revenue ,,,CA771
ICPSR,,,Proposition 11,,,,,ICPSR,Taxation - County Owned Real Property,CA781,43.70000076,0.0, Legislative Referendum , Tax & Revenue ,,,CA781
ICPSR,,,Proposition 11,,,,,ICPSR,Reapportionment. Senate Districts.,CA829,37.79999924,0.0, Popular Referendum , Redistricting ,,,CA829
ICPSR,,,Proposition 11,,,,,ICPSR,Beverage Containers.,CA834,44.09999847,0.0, Initiative , Business & Commerce | Environmental Protection ,,,CA834
ICPSR,,,Proposition 11,,,,,ICPSR,Local Sales and Use Taxes-Revenue Sharing. Legislative Constitutional Amendment.,CA1061,53.40000153,1.0, Legislative Referendum , Local Government | Tax & Revenue ,,,CA1061
ICPSR,,,Proposition 11,,,,,ICPSR,Redistricting. Initiative Constitutional Amendment and Statute.,CA1168,50.90000153,1.0, Initiative , Redistricting ,,,CA1168
ICPSR,,,Proposition 110,,,,,ICPSR,Property Tax Exemption For Severely Disabled Persons. Legislative Constitutional Amendment,CA981,80.19999695,1.0, Legislative Referendum , Human Services | Tax & Revenue ,,,CA981
ICPSR,,,Proposition 111,,,,,ICPSR,The Traffic Congestion Relief And Spending Limitation Act Of 1990,CA965,52.40000153,1.0, Legislative Referendum , Transportation ,,,CA965
ICPSR,,,Proposition 112,,,,,ICPSR,"State Officials, Ethics, Salaries. Open Meetings. Legislative Constitutional Amendment",CA979,62.5,1.0, Legislative Referendum , Ethics/Lobbying/Campaign Finance | Labor & Employment | Legislatures | State Government ,,,CA979
ICPSR,,,Proposition 113,,,,,ICPSR,Practice Of Chiropractic. Legislative Initiative Amendment,CA982,81.80000305,1.0, Legislative Referendum , Business & Commerce | Health ,,,CA982
ICPSR,,,Proposition 114,,,,,ICPSR,Murder Of A Peace Officer. Criminal Penalties. Special Circumstance. Peace Officer Definition. Legislative Initiative Amendment,CA980,71.09999847,1.0, Legislative Referendum , Criminal Justice ,,,CA980
ICPSR,,,Proposition 115,,,,,ICPSR,Criminal Law. Initiative Constitutional Amendment And Statute,CA975,57.0,1.0, Initiative , Criminal Justice ,,,CA975
ICPSR,,,Proposition 116,,,,,ICPSR,Rail Transportation. Bond Act. Initiative Statute,CA967,53.29999924,1.0, Initiative , Bond Measures | Transportation ,,,CA967
ICPSR,,,Proposition 117,,,,,ICPSR,Wildlife Protection. Initiative Statute,CA966,52.40000153,1.0, Initiative , Animal Rights/Hunting & Fishing | Budgets | Natural Resources ,,,CA966
ICPSR,,,Proposition 118,,,,,ICPSR,Legislature. Reapportionment. Ethics. Initiative Constitutional Amendment And Statute,CA943,33.0,0.0, Initiative , Ethics/Lobbying/Campaign Finance | Redistricting ,,,CA943
ICPSR,,,Proposition 119,,,,,ICPSR,Reapportionment By Commission. Initiative. Constitutional Amendment And Statute,CA945,36.20000076,0.0, Initiative , Redistricting ,,,CA945
ICPSR,,,Proposition 11G,,,,,ICPSR,Judges' Salaries,CA820,70.30000305,1.0, Legislative Referendum , Judiciary ,,,CA820
ICPSR,,,Proposition 11P,,,,,ICPSR,Taxation. Surtax.,CA807,44.29999924,0.0, Initiative , Tax & Revenue ,,,CA807
ICPSR,,,Proposition 12,,,,,ICPSR,Railroad Commission Power and Jurisdiction.,CA16,,0.0, Legislative Referendum , State Government | Transportation ,,,CA16
ICPSR,,,Proposition 12,,,,,ICPSR,Constitutional Conventions,CA52,49.79999924,0.0, Legislative Referendum , Civil & Constitutional Law ,,,CA52
ICPSR,,,Proposition 12,,,,,ICPSR,Reimbursing Cities for Revenue Losses from Taxation Exemptions for Military Service,CA101,30.60000038,0.0, Legislative Referendum , Local Government | Tax & Revenue ,,,CA101
ICPSR,,,Proposition 12,,,,,ICPSR,State University Tax,CA134,49.70000076,0.0, Initiative , Education: Higher Ed | Tax & Revenue ,,,CA134
ICPSR,,,Proposition 12,,,,,ICPSR,State Budget,CA171,71.09999847,1.0, Initiative , Budgets ,,,CA171
ICPSR,,,Proposition 12,,,,,ICPSR,Municipal Courts,CA187,63.90000153,1.0, Legislative Referendum , Human Services | Tax & Revenue ,,,CA187
ICPSR,,,Proposition 12,,,,,ICPSR,Tax Exemption for Veterans and Others,CA203,50.70000076,1.0, Legislative Referendum , Military & Veterans Affairs | Tax & Revenue ,,,CA203
ICPSR,,,Proposition 12,,,,,ICPSR,Authorizing State Aid to Needy Physically Handicapped Persons,CA235,76.30000305,1.0, Legislative Referendum , Budgets | Human Services ,,,CA235
ICPSR,,,Proposition 12,,,,,ICPSR,Legislative Help - Limitation on Expenses Therefore,CA253,49.5,0.0, Legislative Referendum , Legislatures ,,,CA253
ICPSR,,,Proposition 12,,,,,ICPSR,"Authorizing City of Glendale, After Elections Therefor, to Pay Owners Certain Improvement Assessments Upon Their Properties",CA287,77.19999695,1.0, Legislative Referendum , Local Government ,,,CA287
ICPSR,,,Proposition 12,,,,,ICPSR,Interest Rates,CA310,60.79999924,1.0, Legislative Referendum , Banking & Financial Services ,,,CA310
ICPSR,,,Proposition 12,,,,,ICPSR,Court of Criminal Appeals,CA324,16.79999924,0.0, Legislative Referendum , Judiciary ,,,CA324
ICPSR,,,Proposition 12,,,,,ICPSR,San Francisco Bay Exposition,CA364,53.09999847,1.0, Legislative Referendum , Arts & Culture | Local Government | Tax & Revenue ,,,CA364
ICPSR,,,Proposition 12,,,,,ICPSR,Legislative Committees,CA386,52.09999847,1.0, Legislative Referendum , Legislatures ,,,CA386
ICPSR,,,Proposition 12,,,,,ICPSR,"School Districts, Fifth and Sixth Class Cities May Acquire Stock in Municipal Water Companies",CA405,56.40000153,1.0, Legislative Referendum , Local Government ,,,CA405
ICPSR,,,Proposition 12,,,,,ICPSR,Right of Employment,CA414,40.79999924,0.0, Initiative , Labor & Employment ,,,CA414
ICPSR,,,Proposition 12,,,,,ICPSR,Amendment of Laws Adopted by Initiative,CA431,56.90000153,1.0, Legislative Referendum , Elections-Initiative Process | Legislatures ,,,CA431
ICPSR,,,Proposition 12,,,,,ICPSR,Local Control of Intoxicating Liquors,CA444,44.90000153,0.0, Initiative , Business & Commerce | Drug/Alcohol/Tobacco Policy | Local Government ,,,CA444
ICPSR,,,Proposition 12,,,,,ICPSR,Daylight Saving Time,CA461,55.0,1.0, Initiative , Civil & Constitutional Law ,,,CA461
ICPSR,,,Proposition 12,,,,,ICPSR,Military Service by Public Officers,CA504,82.40000153,1.0, Legislative Referendum , Military & Veterans Affairs ,,,CA504
ICPSR,,,Proposition 12,,,,,ICPSR,Voting Eligibility,CA512,47.59999847,0.0, Legislative Referendum , Civil & Constitutional Law | Elections ,,,CA512
ICPSR,,,Proposition 12,,,,,ICPSR,State Indebtedness,CA534,51.0,1.0, Legislative Referendum , Budgets | Elections ,,,CA534
ICPSR,,,Proposition 12,,,,,ICPSR,Legislator as Notary,CA556,45.0,0.0, Legislative Referendum , Legislatures ,,,CA556
ICPSR,,,Proposition 12,,,,,ICPSR,Constitution: Eliminates Obsolete and Superseded Provisions,CA580,78.40000153,1.0, Legislative Referendum , Civil & Constitutional Law ,,,CA580
ICPSR,,,Proposition 12,,,,,ICPSR,Aid to Widows of Veterans,CA598,50.29999924,0.0, Legislative Referendum , Human Services | Military & Veterans Affairs ,,,CA598
ICPSR,,,Proposition 12,,,,,ICPSR,Property Taxation: Relief in Event of Disaster,CA621,65.90000153,1.0, Legislative Referendum , Human Services | Tax & Revenue ,,,CA621
ICPSR,,,Proposition 12,,,,,ICPSR,County Assessment Appeals Boards,CA644,73.40000153,1.0, Legislative Referendum , Local Government | Tax & Revenue ,,,CA644
ICPSR,,,Proposition 12,,,,,ICPSR,Compensation of County Supervisors,CA672,50.59999847,1.0, Legislative Referendum , Labor & Employment | Local Government ,,,CA672
ICPSR,,,Proposition 12,,,,,ICPSR,Disabled Veterans Tax Exemption,CA718,89.69999695,1.0, Legislative Referendum , Military & Veterans Affairs | Tax & Revenue ,,,CA718
ICPSR,,,Proposition 12,,,,,ICPSR,Public Utilities,CA737,69.0,1.0, Legislative Referendum , Energy & Electric Utilities ,,,CA737
ICPSR,,,Proposition 12,,,,,ICPSR,Interest Rate,CA752,43.70000076,0.0, Legislative Referendum , Banking & Financial Services ,,,CA752
ICPSR,,,Proposition 12,,,,,ICPSR,Loans by State for Energy Conservation Improvements in Residential Structures,CA757,49.0,0.0, Legislative Referendum , Banking & Financial Services ,,,CA757
ICPSR,,,Proposition 12,,,,,ICPSR,"Constitutional Officers, Legislators and Judges Compensation",CA777,38.09999847,0.0, Legislative Referendum , Judiciary | Labor & Employment | Legislatures | State Government ,,,CA777
ICPSR,,,Proposition 12,,,,,ICPSR,Reapportionment. Assembly Districts.,CA830,37.90000153,0.0, Popular Referendum , Redistricting ,,,CA830
ICPSR,,,Proposition 12,,,,,ICPSR,Nuclear Weapons.,CA838,52.29999924,1.0, Initiative , Federal Government ,,,CA838
ICPSR,,,Proposition 12,,,,,ICPSR,"Safe Neighborhood Parks, Clean Water, Clean Air, and Coastal Protection Bond Act of 2000. (The Villaraigosa-Keeley Act)",CA1095,63.20000076,1.0, Legislative Referendum , Arts & Culture | Bond Measures | Environmental Protection | Natural Resources ,,,CA1095
ICPSR,,,Proposition 12,,,,,ICPSR,Veterans' Bond Act of 2008,CA1179,63.59999847,1.0, Legislative Referendum , Bond Measures | Military & Veterans Affairs ,,,CA1179
ICPSR,,,Proposition 120,,,,,ICPSR,New Prison Construction Bond Act Of 1990,CA973,56.0,1.0, Legislative Referendum , Bond Measures | Criminal Justice ,,,CA973
ICPSR,,,Proposition 121,,,,,ICPSR,Higher Education Facilities Bond Act Of June 1990,CA970,55.0,1.0, Legislative Referendum , Bond Measures | Education: Higher Ed ,,,CA970
ICPSR,,,Proposition 122,,,,,ICPSR,Earthquake Safety And Public Buildings Rehabilitation Bond Act Of 1990,CA969,55.0,1.0, Legislative Referendum , Bond Measures | State Government ,,,CA969
ICPSR,,,Proposition 123,,,,,ICPSR,1990 School Facilities Bond Act,CA976,57.5,1.0, Legislative Referendum , Bond Measures | Education: PreK-12 ,,,CA976
ICPSR,,,Proposition 124,,,,,ICPSR,Local Hospital Districts. Legislative Constitutional Amendment,CA955,45.79999924,0.0, Legislative Referendum , Health | Local Government ,,,CA955
ICPSR,,,Proposition 125,,,,,ICPSR,Motor Vehicle Tax. Rail Transit Funding. Legislative Constitutional Amendment,CA954,45.59999847,0.0, Legislative Referendum , Tax & Revenue | Transportation ,,,CA954
ICPSR,,,Proposition 126,,,,,ICPSR,Alcoholic Beverages. Taxes. Legislative Constitutional Amendment,CA950,40.90000153,0.0, Legislative Referendum , Drug/Alcohol/Tobacco Policy | Tax & Revenue ,,,CA950
ICPSR,,,Proposition 127,,,,,ICPSR,Earthquake Safety. Property Tax Exclusion. Legislative Constitutional Amendment,CA978,61.70000076,1.0, Legislative Referendum , Tax & Revenue ,,,CA978
ICPSR,,,Proposition 128,,,,,ICPSR,Environment. Public Health. Bonds. Initiative Statute,CA944,35.70000076,0.0, Initiative , Agriculture | Bond Measures | Environmental Protection | Health ,,,CA944
ICPSR,,,Proposition 129,,,,,ICPSR,"Drug Enforcement, Prevention, Treatment, Prisons. Bonds. Initiative Constitutional Amendment And Statute",CA939,27.60000038,0.0, Initiative , Bond Measures | Criminal Justice | Drug/Alcohol/Tobacco Policy ,,,CA939
ICPSR,,,Proposition 13,,,,,ICPSR,Powers Conferred on Municipal Corporations by Freeholders' Charters. Municipalities.,CA13,,0.0, Legislative Referendum , Business & Commerce | Local Government ,,,CA13
ICPSR,,,Proposition 13,,,,,ICPSR,Qualification of Voters at Bond Elections,CA50,48.0,0.0, Initiative , Bond Measures | Civil & Constitutional Law | Elections ,,,CA50
ICPSR,,,Proposition 13,,,,,ICPSR,Condemnation of Right of Way for Public Use,CA119,54.09999847,1.0, Legislative Referendum , Land Use/Property Rights ,,,CA119
ICPSR,,,Proposition 13,,,,,ICPSR,Community Property,CA125,32.0,0.0, Popular Referendum , Civil & Constitutional Law | Land Use/Property Rights ,,,CA125
ICPSR,,,Proposition 13,,,,,ICPSR,Judges' Salaries,CA156,43.70000076,0.0, Legislative Referendum , Judiciary ,,,CA156
ICPSR,,,Proposition 13,,,,,ICPSR,Poll Taxes,CA179,50.79999924,1.0, Legislative Referendum , Civil & Constitutional Law | Elections ,,,CA179
ICPSR,,,Proposition 13,,,,,ICPSR,Suffrage,CA209,64.09999847,1.0, Legislative Referendum , Civil & Constitutional Law | Elections ,,,CA209
ICPSR,,,Proposition 13,,,,,ICPSR,Authorizing State And Political Subdivisions to Hold Stock in Mutual Water Corporations,CA223,47.40000153,0.0, Legislative Referendum , Local Government | Natural Resources | State Government ,,,CA223
ICPSR,,,Proposition 13,,,,,ICPSR,Authorizing Indemnity to Owners of Livestock Destroyed to Prevent Spread of Disease,CA265,82.90000153,1.0, Legislative Referendum , Agriculture | Animal Rights/Hunting & Fishing ,,,CA265
ICPSR,,,Proposition 13,,,,,ICPSR,Amending State Athletic Commission Initiative Act,CA277,53.90000153,1.0, Legislative Referendum , Business & Commerce | Military & Veterans Affairs | State Government ,,,CA277
ICPSR,,,Proposition 13,,,,,ICPSR,Local Option,CA298,26.70000076,0.0, Initiative , Local Government ,,,CA298
ICPSR,,,Proposition 13,,,,,ICPSR,Eminent Domain,CA326,20.10000038,0.0, Legislative Referendum , Land Use/Property Rights ,,,CA326
ICPSR,,,Proposition 13,,,,,ICPSR,Revenue Bond Act of 1937,CA352,26.10000038,0.0, Popular Referendum , Bond Measures | Energy & Electric Utilities ,,,CA352
ICPSR,,,Proposition 13,,,,,ICPSR,Sale or Lease of State Park Lands Containing Oil or Gas Deposits,CA376,15.10000038,0.0, Legislative Referendum , Natural Resources | State Government ,,,CA376
ICPSR,,,Proposition 13,,,,,ICPSR,Boards of Equalization,CA400,44.90000153,0.0, Legislative Referendum , Local Government | Tax & Revenue ,,,CA400
ICPSR,,,Proposition 13,,,,,ICPSR,Allocation of Public School Funds,CA427,39.40000153,0.0, Legislative Referendum , Budgets | Education: PreK-12 ,,,CA427
ICPSR,,,Proposition 13,,,,,ICPSR,Senate Reapportionment,CA446,51.0,0.0, Initiative , Redistricting ,,,CA446
ICPSR,,,Proposition 13,,,,,ICPSR,Elections: Prohibiting Cross-Filing,CA489,49.95999908,0.0, Initiative , Elections ,,,CA489
ICPSR,,,Proposition 13,,,,,ICPSR,Vernon City Charter,CA510,40.29999924,0.0, Legislative Referendum , Local Government ,,,CA510
ICPSR,,,Proposition 13,,,,,ICPSR,Repealing Alien Land Law,CA538,66.80000305,1.0, Legislative Referendum , Civil & Constitutional Law | Land Use/Property Rights ,,,CA538
ICPSR,,,Proposition 13,,,,,ICPSR,Superintendent of Public Instruction,CA551,37.59999847,0.0, Legislative Referendum , Education: PreK-12 | State Government ,,,CA551
ICPSR,,,Proposition 13,,,,,ICPSR,District Courts of Appeal: Appellate Jurisdiction,CA576,66.5,1.0, Legislative Referendum , Judiciary ,,,CA576
ICPSR,,,Proposition 13,,,,,ICPSR,College Exemption: Extension of,CA610,72.19999695,1.0, Legislative Referendum , Education: Higher Ed ,,,CA610
ICPSR,,,Proposition 13,,,,,ICPSR,Constitutional Amendments. Naming Corporations,CA624,69.09999847,1.0, Legislative Referendum , Elections-Initiative Process ,,,CA624
ICPSR,,,Proposition 13,,,,,ICPSR,Property Tax Statement,CA643,71.19999695,1.0, Legislative Referendum , Tax & Revenue ,,,CA643
